02be5998ebb4a89bd2dab320bd22c58a8f5c51c8	10.1097/QAD.0b013e32833adbe8	20597165	HIV vaccine acceptability: a systematic review and meta-analysis.	OBJECTIVE: To conduct a systematic review of the literature to examine HIV vaccine acceptability and factors impacting acceptability of future HIV vaccines. DESIGN: Systematic review and meta-analysis of peer-reviewed articles that assessed HIV vaccine acceptability. METHODS: We used a comprehensive search strategy across multiple electronic databases to locate original quantitative or qualitative studies that examined rates or correlates of HIV vaccine acceptability. We conducted meta-analysis on studies reporting correlates or predictors of HIV vaccine acceptability. RESULTS: Twenty studies (n=7576) reported HIV vaccine acceptability ranging from 37.2 to 94.0 on a 100-point scale; weighted mean acceptability =65.6 (SD=21.1). Eleven studies compared HIV vaccine acceptability at high (80-95%) efficacy (mean =73.8; SD=9.2) versus moderate (50%) efficacy (mean =40.4; SD=20.2). Among 13 studies (n=5023) included in meta-analysis, efficacy and non 'risk group' membership had medium effect sizes, and pragmatic obstacles, cost, perceived susceptibility to HIV infection, side effects/safety concerns, fear of vaccines, perceived vaccine benefits, duration of protection, and ethnicity had small effect sizes on HIV vaccine acceptability. CONCLUSION: Public health strategies to promote the benefits of partial efficacy HIV vaccines and accurate HIV risk perceptions, and to dispel vaccine fears, along with structural interventions to subsidize vaccine costs and facilitate access, may increase future HIV vaccine uptake and, in turn, the effectiveness of HIV vaccines in controlling the epidemic.
96ba61b0b11447cce1c7d61e0ab3da68c81501b3		8930856	A meta-analysis of 16 randomized controlled trials to evaluate computer-based clinical reminder systems for preventive care in the ambulatory setting.	OBJECTIVE: Computer-based reminder systems have the potential to change physician and patient behaviors and to improve patient outcomes. We performed a meta-analysis of published randomized controlled trials to assess the overall effectiveness of computer-based reminder systems in ambulatory settings directed at preventive care. DESIGN: Meta-analysis. SEARCH STRATEGY: Searches of the Medline (1966-1994), Nursing and Allied Health (1982-1994), and Health Planning and Administration (1975-1994) databases identified 16 randomized, controlled trials of computer-based reminder systems in ambulatory settings. STATISTICAL METHODS: A weighted mixed effects model regression analysis was used to estimate intervention effects for computer and manual reminder systems for six classes of preventive practices. MAIN OUTCOME MEASURE: Adjusted odds ratio for preventive practices. RESULTS: Computer reminders improved preventive practices compared with the control condition for vaccinations (adjusted odds ratio [OR] 3.09; 95% confidence interval [CI] 2.39-4.00), breast cancer screening (OR 1.88; 95% CI 1.44-2.45), colorectal cancer screening (OR 2.25; 95% CI 1.74-2.91), and cardiovascular risk reduction (OR 2.01; 95% CI 1.55-2.61) but not cervical cancer screening (OR 1.15; 95% CI 0.89-1.49) or other preventive care (OR 1.02; 95% CI 0.79-1.32). For all six classes of preventive practices combined the adjusted OR was 1.77 (95% CI 1.38-2.27). CONCLUSION: Evidence from randomized controlled studies supports the effectiveness of data-driven computer-based reminder systems to improve prevention services in the ambulatory care setting.
68fcbd4ea7dd2ba27c0bd01a654d3ec75b6af546	10.1016/S0749-3797%2800%2900126-4	10788739	The effect of audit and feedback on immunization delivery: a systematic review.	OBJECTIVE: To assess the effective of audit and feedback (A&amp;F) on immunization delivery by health care professionals. DESIGN: Systematic review of published literature. MAIN OUTCOME MEASURES: Changes in immunization rates. METHODS: We searched Medline between 1966 and 1997. We obtained additional studies from back-searching reference lists and the files of study collaborators. We included studies that were written in English, that included audit and feedback in at least one arm of the study, that studied universally recommended childhood or adult vaccines, and that provided immunization coverage data. Two reviewers read studies independently and abstracted using a validated checklist. Study quality was assessed using criteria standardized by the Cochrane Collaboration. Differences between reviewers were resolved by consensus. RESULTS: The search process resulted in 60 citations; 44 were fully reviewed and 15 met eligibility criteria. Five were randomized trials. Twelve of the fifteen studies found that A&amp;F, alone or in combination with other interventions, were associated with improvements in immunization rates. The magnitude of the effect varied from -17% to +49% change. Study design heterogeneity precluded statistical pooling of study results. CONCLUSIONS: The evidence available from published studies suggests that A&amp;F alone may be an effective strategy for improving immunization rates. The number of well-conducted studies is small, and the effect is variable. Additional well-designed studies are needed to identify the independent effects of A&amp;F, optimal format and frequency of A&amp;F, and to examine its long-term effect on provider immunization practices and costs.
89ef0af3f27f217d46a58d32244a443bdc5bccef		7987755	Evaluation of the effectiveness of immunization delivery methods.	Scientific evidence documenting the effectiveness of immunization delivery methods was summarized using the generic approach developed by the Community Health Practice Guidelines Working Group. The delivery methods examined were those for the adult and childhood vaccines of influenza, pneumococcal infection, hepatitis B, measles-mumps-rubella and diphtheria-pertussis-tetanus-polio. Based on a critical appraisal of 54 eligible comparative studies, the effects of different interventions were obtained and pooled effects were calculated for delivery methods oriented to the client, the provider and the system. The results indicate those interventions found to be most effective for each vaccine. This review of the scientific evidence of the effectiveness of immunization delivery methods provides a base for policy development and assists in the planning of resource allocation.
a11f9180a8eb7a558e7185febed6caaa091ae525	10.1002/14651858.CD008451.pub2	21901722	The effect of financial incentives on the quality of health care provided by primary care physicians	BACKGROUND: The use of blended payment schemes in primary care, including the use of financial incentives to directly reward &#8216;performance&#8217; and &#8216;quality&#8217; is increasing in a number of countries. There are many examples in the US, and the Quality and Outcomes Framework (QoF) for general practitioners (GPs) in the UK is an example of a major system-wide reform. Despite the popularity of these schemes, there is currently little rigorous evidence of their success in improving the quality of primary health care, or of whether such an approach is cost-effective relative to other ways to improve the quality of care. OBJECTIVES: The aim of this review is to examine the effect of changes in the method and level of payment on the quality of care provided by primary care physicians (PCPs) and to identify: i)&#160;the different types of financial incentives that have improved quality; ii)&#160;the characteristics of patient populations for whom quality of care has been improved by financial incentives; and iii)&#160;the characteristics of PCPs who have responded to financial incentives. SEARCH STRATEGY: We searched the Cochrane Effective Practice and Organisation of Care (EPOC) Trials Register, Cochrane Central Register of Controlled Trials (CENTRAL) and Cochrane Database of Systematic Reviews (CDSR) (The Cochrane Library), MEDLINE, HealthSTAR, EMBASE, CINAHL, PsychLIT, and ECONLIT. Searches of Internet-based economics and health economics working paper collections were also conducted. Finally, studies were identified through the reference lists of retrieved articles, websites of key organisations, and from direct contact with key authors in the field. Articles were included if they were published from 2000 to August 2009. SELECTION CRITERIA: Randomised controlled trials (RCT), controlled before and after studies (CBA), and interrupted time series analyses (ITS) evaluating the impact of different financial interventions on the quality of&#160;care delivered by primary healthcare physicians (PCPs). Quality of care was defined as patient reported outcome measures, clinical behaviours, and intermediate clinical and physiological measures. DATA COLLECTION AND ANALYSIS: Two review authors independently extracted data and assessed study quality, in consultation with two other review authors where there was disagreement. For each included study, we reported the estimated effect sizes and confidence intervals. MAIN RESULTS: Seven studies were included in this review. Three of the studies evaluated single-threshold target payments, one examined a fixed fee per patient achieving a specified outcome, one study evaluated payments based on the relative ranking of medical groups&#8217; performance (tournament-based pay), one study examined a mix of tournament-based pay and threshold payments, and one study evaluated changing from a blended payments scheme to salaried payment.&#160;Three cluster RCTs examined smoking cessation; one CBA examined patients' assessment of the quality of care; one CBA examined cervical screening, mammography screening, and HbA1c; one ITS focused on four outcomes in diabetes; and one controlled ITS (a difference-in-difference design) examined cervical screening, mammography screening, HbA1c, childhood immunisation, chlamydia screening, and appropriate asthma medication. Six of the seven studies showed positive but modest effects on quality of care for some primary outcome measures, but not all. One study found no effect on quality of care. Poor study design led to substantial risk of bias in most studies. In particular, none of the studies addressed issues of selection bias as a result of the ability of primary care physicians to select into or out of the incentive scheme or health plan. AUTHORS' CONCLUSIONS: The use of financial incentives to reward PCPs for improving the quality of primary healthcare services is growing. However, there is insufficient evidence to support or not support the use of financial incentives to improve the quality of primary health care. Implementation should proceed with caution and incentive schemes should be more carefully designed before implementation. In addition to basing incentive design more on theory, there is a large literature discussing experiences with these schemes that can be used to draw out a number of lessons that can be learned and that could be used to influence or modify the design of incentive schemes. More rigorous study designs need to be used to account for the selection of physicians into incentive schemes. The use of instrumental variable techniques should be considered to assist with the identification of treatment effects in the presence of selection bias and other sources of unobserved heterogeneity. In randomised trials, care must be taken in using the correct unit of analysis and more attention should be paid to blinding. Studies should also examine the potential unintended consequences of incentive schemes by having a stronger theoretical basis, including a broader range of outcomes, and conducting more extensive subgroup analysis. Studies should more consistently describe i) the type of payment scheme at baseline or in the control group, ii) how payments to medical groups were used and distributed within the groups, and iii) the size of the new payments as a percentage of total revenue. Further research comparing the relative costs and effects of financial incentives with other behaviour change interventions is also required.
34ba56446ceea7695127d87236c74ec57b7f0976	10.1016/S0749-3797(02)00443-9	12093422	Mass mailings have little effect on utilization of influenza vaccine among Medicare beneficiaries.	BACKGROUND: We reviewed published and unpublished studies of mass mailings designed to increase utilization of influenza vaccine among Medicare beneficiaries. METHODS: Search of computerized indexes for published studies and the Medicare Peer Review Organization Health Care Quality Improvement Project database for unpublished studies. Study selection criteria were: use of a controlled trial design and use of mass mailings direct to Medicare beneficiaries to increase receipt of influenza vaccinations. Study selection and data extraction were performed in duplicate by physician reviewers with consensus resolution. RESULTS: Six controlled trials of mass mailings were identified. One study, published in the Morbidity and Mortality Weekly Report (MMWR), reported a modest but statistically significant improvement in influenza vaccination rates among patients who received a letter relative to those who did not. This study was cited as justification for mail interventions performed in five subsequent studies, none of which reported clinically meaningful results. None of these five studies was published. CONCLUSIONS: Mass mailings have at best had clinically trivial effects on increasing influenza vaccination among Medicare beneficiaries. Publication bias has contributed to continued use of a relatively ineffective intervention.
acfe1853379b3e979467d6f2ed12cca3ccce8a1b	10.1002/14651858.CD004015.pub3	20238326	Lay health workers in primary and community health care for maternal and child health and the management of infectious diseases	BACKGROUND: Lay health workers (LHWs) are widely used to provide care for a broad range of health issues. Little is known, however, about the effectiveness of LHW interventions. OBJECTIVES: To assess the effects of LHW interventions in primary and community health care on maternal and child health and the management of infectious diseases. SEARCH STRATEGY: For the current version of this review we searched The Cochrane Central Register of Controlled Trials (including citations uploaded from the EPOC and the CCRG registers) (The Cochrane Library 2009, Issue 1 Online) (searched 18 February 2009); MEDLINE, Ovid (1950 to February Week 1 2009) (searched 17 February 2009); MEDLINE In-Process &amp; Other Non-Indexed Citations, Ovid (February 13 2009) (searched 17 February 2009); EMBASE, Ovid (1980 to 2009 Week 05) (searched 18 February 2009); AMED, Ovid (1985 to February 2009) (searched 19 February 2009); British Nursing Index and Archive, Ovid (1985 to February 2009) (searched 17 February 2009); CINAHL, Ebsco 1981 to present (searched 07 February 2010); POPLINE (searched 25 February 2009); WHOLIS (searched 16 April 2009); Science Citation Index and Social Sciences Citation Index (ISI Web of Science) (1975 to present) (searched 10 August 2006 and 10 February 2010). We also searched the reference lists of all included papers and relevant reviews, and contacted study authors and researchers in the field for additional papers. SELECTION CRITERIA: Randomised controlled trials of any intervention delivered by LHWs (paid or voluntary) in primary or community health care and intended to improve maternal or child health or the management of infectious diseases. A 'lay health worker' was defined as any health worker carrying out functions related to healthcare delivery, trained in some way in the context of the intervention, and having no formal professional or paraprofessional certificate or tertiary education degree. There were no restrictions on care recipients. DATA COLLECTION AND ANALYSIS: Two review authors independently extracted data using a standard form and assessed risk of bias. Studies that compared broadly similar types of interventions were grouped together. Where feasible, the study results were combined and an overall estimate of effect obtained. MAIN RESULTS: Eighty-two studies met the inclusion criteria. These showed considerable diversity in the targeted health issue and the aims, content, and outcomes of interventions. The majority were conducted in high income countries (n = 55) but many of these focused on low income and minority populations. The diversity of included studies limited meta-analysis to outcomes for four study groups. These analyses found evidence of moderate quality of the effectiveness of LHWs in promoting immunisation childhood uptake (RR 1.22, 95% CI 1.10 to 1.37; P = 0.0004); promoting initiation of breastfeeding (RR = 1.36, 95% CI 1.14 to 1.61; P &lt; 0.00001), any breastfeeding (RR 1.24, 95% CI 1.10 to 1.39; P = 0.0004), and exclusive breastfeeding (RR 2.78, 95% CI 1.74 to 4.44; P &lt;0.0001); and improving pulmonary TB cure rates (RR 1.22 (95% CI 1.13 to 1.31) P &lt;0.0001), when compared to usual care. There was moderate quality evidence that LHW support had little or no effect on TB preventive treatment completion (RR 1.00, 95% CI 0.92 to 1.09; P = 0.99). There was also low quality evidence that LHWs may reduce child morbidity (RR 0.86, 95% CI 0.75 to 0.99; P = 0.03) and child (RR 0.75, 95% CI 0.55 to 1.03; P = 0.07) and neonatal (RR 0.76, 95% CI 0.57 to 1.02; P = 0.07) mortality, and increase the likelihood of seeking care for childhood illness (RR 1.33, 95% CI 0.86 to 2.05; P = 0.20). For other health issues, the evidence is insufficient to draw conclusions regarding effectiveness, or to enable the identification of specific LHW training or intervention strategies likely to be most effective. AUTHORS' CONCLUSIONS: LHWs provide promising benefits in promoting immunisation uptake and breastfeeding, improving TB treatment outcomes, and reducing child morbidity and mortality when compared to usual care. For other health issues, evidence is insufficient to draw conclusions about the effects of LHWs.
f85bf3964da0ae57f96b05d7dbb09725373624b4	10.1002/14651858.CD003941.pub2	16034918	Patient reminder and recall systems to improve immunization rates	BACKGROUND: Immunization rates for children and adults are rising, but coverage levels have not reached optimal goals. As a result of low immunization rates, vaccine-preventable diseases still occur. In an era of increasing complexity of immunization schedules, rising expectations about the performance of primary care, and large demands on primary care physicians, it is important to understand and promote interventions that work in primary care settings to increase immunization coverage. A common theme across immunization programs in all nations involves the challenge of determining the denominator of eligible recipients (e.g. all children who should receive the measles vaccine), and identifying the best strategy to ensure high vaccination rates. Strategies have focused on patient-oriented interventions (e.g. patient reminders), provider interventions, and system interventions. One intervention strategy involves patient reminder and recall systems. OBJECTIVES: To assess the effectiveness of patient reminder and recall systems in improving immunization rates, and compare the effects of various types of reminders in different settings or patient populations. SEARCH STRATEGY: A systematic search was performed for the initial review using MEDLINE (1966-1998) and 4 other bibliographic databases: EMBASE, PsychINFO, Sociological Abstracts, and CAB Abstracts. Authors also performed a search of The Effective Practice and Organisation of Care (EPOC) register in April 2001 to update the review. Two authors reviewed the lists of titles and abstracts, and used the inclusion criteria to mark potentially relevant articles for full review. The reference lists of all relevant articles and reviews were back searched for additional studies. Publications of abstracts, proceedings from scientific meetings, and files of study collaborators were also searched for references. In May 2007 the EPOC register was searched to identify relevant articles to update the review. In May 2007, the EPOC register search was supplemented by searches of CINAHL and PubMed. One study was identified through prior knowledge of this study. SELECTION CRITERIA: Study Design Randomized controlled trials (RCT), controlled before and after studies (CBA), and interrupted time series (ITS) studies written in English. Types of participants Health care personnel who deliver immunizations and children (birth to 18 years) or adults (18 years and up) who receive immunizations in any setting. Types of interventions Any intervention that falls within the EPOC scope and that includes patient reminder or recall systems, or both, in at least one arm of the study. Types of outcome measures Immunization rates, or the proportion of the target population up-to-date on recommended immunizations. Outcomes were acceptable for either individual vaccinations (e.g. influenza vaccination) or standard combinations of recommended vaccinations (e.g. all recommended vaccinations by a specific date or age). DATA COLLECTION AND ANALYSIS: Data Collection Each study was read independently by two reviewers. Disagreements between reviewers were resolved by a formal reconciliation process to achieve consensus. Analysis Results are presented for individual studies as relative rates for randomized controlled trials, and as absolute changes in percentage points for controlled before and after studies. Pooled results for RCTs only were for presented using the random effects model. MAIN RESULTS: Four new studies were added for the 2007 update for a total of 47 studies. Increases in immunization rates due to reminders were in the range of 1 to 20 percentage points. Reminders were effective for childhood vaccinations (OR = 1.47, 95% CI =1.28, 1.68), childhood influenza vaccinations (OR = 2.18, 95% CI = 1.29, 3.70), adult pneumococcus, tetanus, and Hepatitis B (OR = 2.19, 95%CI = 1.21, 3.99), and adult influenza vaccinations (OR = 1.66, 95% CI = 1.31, 2.09). The effectiveness of patient reminders for childhood influenza vaccinations declined overall from an odds ratio of 2.87 in the previous review. However, reminders were not effective in the one new study of adolescent immunizations in an urban setting (OR = 1.14, 95% CI = 0.98, 1.31). All types of reminders were effective (postcards, letters, telephone or autodialer calls), with telephone being the most effective but also the most costly. AUTHORS' CONCLUSIONS: Patient reminder and recall systems in primary care settings are effective in improving immunization rates in developed countries.
77176b9fd2c203a236ea478c34a05d5f5c6cf1f5	10.1186/1472-6963-8-134	18570677	Too little but not too late: results of a literature review to improve routine immunization programs in developing countries.	BACKGROUND: Globally, immunization services have been the center of renewed interest with increased funding to improve services, acceleration of the introduction of new vaccines, and the development of a health systems approach to improve vaccine delivery. Much of the credit for the increased attention is due to the work of the GAVI Alliance and to new funding streams. If routine immunization programs are to take full advantage of the newly available resources, managers need to understand the range of proven strategies and approaches to deliver vaccines to reduce the incidence of diseases. In this paper, we present strategies that may be used at the sub-national level to improve routine immunization programs. METHODS: We conducted a systematic review of studies and projects reported in the published and gray literature. Each paper that met our inclusion criteria was rated based on methodological rigor and data were systematically abstracted. Routine-immunization - specific papers with a methodological rigor rating of greater than 60% and with conclusive results were reported. RESULTS: Greater than 11,000 papers were identified, of which 60 met our inclusion criteria and 25 papers were reported. Papers were grouped into four strategy approaches: bringing immunizations closer to communities (n = 11), using information dissemination to increase demand for vaccination (n = 3), changing practices in fixed sites (n = 4), and using innovative management practices (n = 7). CONCLUSION: Immunization programs are at a historical crossroads in terms of developing new funding streams, introducing new vaccines, and responding to the global interest in the health systems approach to improving immunization delivery. However, to complement this, actual service delivery needs to be strengthened and program managers must be aware of proven strategies. Much was learned from the 25 papers, such as the use of non-health workers to provide numerous services at the community level. However it was startling to see how few papers were identified and in particular how few were of strong scientific quality. Further well-designed and well-conducted scientific research is warranted. Proposed areas of additional research include integration of additional services with immunization delivery, collaboration of immunization programs with new partners, best approaches to new vaccine introduction, and how to improve service delivery.
1ab1880dc1407006fc8e591361ce000373821c69	10.1111/j.1365-3156.2011.02813.x	21707877	Can lay health workers increase the uptake of childhood immunisation? Systematic review and typology.	OBJECTIVES: Lay health workers (LHWs) are used in many settings to increase immunisation uptake among children. However, little is known about the effectiveness of these interventions. The objective of this review was to assess the effects of LHW interventions on childhood immunisation uptake. METHODS: We searched Cochrane Central Register of Controlled Trials, MEDLINE, EMBASE, CINAHL, British Nursing Index and Archive, AMED, POPLINE and WHOLIS, reference lists of included papers and relevant reviews, and contacted the authors of relevant papers. We selected randomised and non-randomised controlled trials, controlled before-after studies, and interrupted time series of any intervention delivered by LHWs and designed to increase childhood immunisation uptake. Two authors independently extracted data using a standard form and assessed risk of bias and evidence quality. FINDINGS: We identified twelve studies, ten of which were randomised controlled trials. Seven studies were conducted among economically disadvantaged populations in high-income countries. Five studies were from low- and middle-income countries. In ten studies, LHWs promoted childhood immunisation. In two studies, LHWs vaccinated children themselves. In most of the studies, the control group populations received no intervention or standard care. Most of the studies showed that LHWs increased immunisation coverage. However, study settings were diverse, allowing us to carry out only one meta-analysis including four studies. CONCLUSION: LHWs could make an important contribution to achieving the Millennium Development Goal for child health. However, more high-quality studies are needed, particularly from LMICs. More studies are also needed to assess the effects of using LHWs to vaccinate children themselves.
