b366e2842d29e3f5c7e05afa0cef1fef25d404ca	10.1002/14651858.CD004782.pub2	17253524	Chinese medicinal herbs for the common cold	BACKGROUND: Chinese medicinal herbs are frequently used to treat the common cold in China. Until now, their efficacy has not been systematically reviewed. OBJECTIVES: To assess the effectiveness and safety of Chinese medicinal herbs for the common cold. SEARCH STRATEGY: We searched the Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library 2008, issue 2), which contains the Cochrane Acute Respiratory Infections Group's Specialised Register; MEDLINE (1966 to May 2008); EMBASE (1980 to May 2008); AMED (1985 to May 2008); the Chinese Biomedical Database (CBMdisc) (1978 to May 2008); and China National Knowledge Infrastructure (CNKI) (1994 to May 2008). SELECTION CRITERIA: Randomised controlled trials (RCTs) studying the efficacy of Chinese medicinal herb(s) for the treatment of the common cold. DATA COLLECTION AND ANALYSIS: Four review authors telephoned the original trial authors of the RCTs identified by our searches to verify the randomisation procedure. Two review authors extracted and analysed data from trials which met the inclusion criteria. MAIN RESULTS: We found17 studies involving 3212 patients. The methods of 15 studies were at high risk of bias. In only two studies was the risk of bias low. Trials used "positive drugs", of which the efficacy was not known, as controls. Different Chinese herbal preparations were tested in nearly all trials. In only one trial was a Chinese herbal preparation tested twice. In seven trials, six herbal preparations were found to be more effective at enhancing recovery than the control preparations. In the other 10 studies, seven herbal preparations were not shown to be significantly different from the control. One study did not describe the difference between the intervention and control groups. AUTHORS' CONCLUSIONS: Chinese herbal medicines may shorten the symptomatic phase in patients with the common cold. However, the lack of trials of low enough risk of bias, or using a placebo or a drug clearly identified as a control, means that we are uncertain enough to be unable to recommend any kind of Chinese medicinal herbs for the common cold.
5bbcf96743bca418bf4c995245d0d6f18121ebce	10.1016/j.rmed.2004.11.004	15733498	Antibiotics for upper respiratory tract infections: an overview of Cochrane reviews.	OBJECTIVES: The aim of this paper is to review the four Cochrane reviews of antibiotics for upper respiratory tract infections. METHODS: Each Cochrane review was read and summarized, and results presented as odds ratios (as in the Internet version) and, where relevant, numbers needed to treat. RESULTS: The reviews of antibiotics for acute otitis media have concluded that benefit is not great with a number needed to treat for a benefit (NNTB) of 15. Recent US guidelines are recommending a delay in prescriptions in children over the age of 6 months. For streptococcal tonsillitis, the Cochrane reviewers suggest that antibiotic use seems to be discretionary rather than prohibited or mandatory. This is because the benefit in terms of symptoms is only about 16h (NNTB from 2 to 7 at day 3 for pain) compared with placebo, and that serious complications, such as rheumatic fever and glomerulonephritis, are now rare in developed countries. The reviewers do, however, suggest that antibiotics are considered in populations in whom these complications are more common. This is an area of debate, as the Infectious Disease Society of America (2002) recommends routine treatment. [Clin. Infect. Dis. 35 (2002) 113] There is good evidence and consensus that there is no indication for antibiotics for the common cold. The situation with acute purulent rhinitis is less clear, as new evidence suggests that antibiotics may be effective for acute purulent rhinitis (NNTB from 6 to 8). However, as most people with acute purulent rhinitis improve without antibiotics, giving antibiotics is not justified as an initial treatment. For acute maxillary sinusitis, the evidence suggests that antibiotics are effective for people with radiologically confirmed sinusitis. The reviewers suggest that clinicians should weigh up the modest benefits (NNTB from 3 to 6) against the potential for adverse effects. CONCLUSION: The use of antibiotics for acute otitis media, sore throat and streptococcal tonsillitis, common cold and acute purulent rhinitis, and acute maxillary sinusitis seems to be discretionary rather than prohibited or mandatory, at least for non-severe cases.
6ba0af8a15423a0e9b943003bcce164144eb429e	10.1016/S0140-6736(08)60416-X	18342685	Antibiotics for adults with clinically diagnosed acute rhinosinusitis: a meta-analysis of individual patient data.	BACKGROUND: Primary-care physicians continue to overprescribe antibiotics for acute rhinosinusitis because distinction between viral and bacterial sinus infection is difficult. We undertook a meta-analysis of randomised trials based on individual patients' data to assess whether common signs and symptoms can be used to identify a subgroup of patients who benefit from antibiotics. METHODS: We identified suitable trials--in which adult patients with rhinosinusitis-like complaints were randomly assigned to treatment with an antibiotic or a placebo--by searching the Cochrane Central Register of Controlled Trials, Medline, and Embase, and reference lists of reports describing such trials. Individual patients' data from 2547 adults in nine trials were checked and re-analysed. We assessed the overall effect of antibiotic treatment and the prognostic value of common signs and symptoms by the number needed to treat (NNT) with antibiotics to cure one additional patient. FINDINGS: 15 patients with rhinosinusitis-like complaints would have to be given antibiotics before an additional patient was cured (95% CI NNT[benefit] 7 to NNT[harm] 190). Patients with purulent discharge in the pharynx took longer to cure than those without this sign; the NNT was 8 patients with this sign before one additional patient was cured (95% CI NNT[benefit] 4 to NNT[harm] 47). Patients who were older, reported symptoms for longer, or reported more severe symptoms also took longer to cure but were no more likely to benefit from antibiotics than other patients. INTERPRETATION: Common clinical signs and symptoms cannot identify patients with rhinosinusitis for whom treatment is clearly justified. Antibiotics are not justified even if a patient reports symptoms for longer than 7-10 days.
69936cd35718ac50595ce0741f7c4b5d773c34ea	10.1007/BF02642483	8744883	Antihistamines and the common cold. A review and critique of the literature.	OBJECTIVE: To determine if antihistamines provided clinically significant relief from the symptoms of the common cold. METHODS: Structured literature review following standardized guidelines of primary studies published after 1975. MEASUREMENTS: Improvements in symptom scores for total symptoms and nasal symptoms over the first three days of a common cold. RESULTS: Three of five studies reporting on sneezing found a statistically significant improvement in the antihistamine group; similarly, three of seven studies reporting on nasal discharge found a statistically significant improvement with therapy. No study reported improvement in total symptom score at the level of p < .05. The validity of these findings was weakened by several flaws in the literature such as inattention to clinical significance and functional impact, inappropriate use of statistical tests, and poorly described methodology. The clinical significance of these improvements was not demonstrated. CONCLUSIONS: The primary literature offers little support for the use of antihistamines in the common cold.
eb241b69ebd2fe3da846d15787024beb749b015c	10.3736/jcim20090802	19671407	[Chinese medicine for acute upper respiratory tract infection: a systematic review of randomized controlled trials].	OBJECTIVE: To evaluate the efficacy and safety of new drugs of traditional Chinese medicine (TCM) for acute upper respiratory tract infection (common cold). METHODS: Reports regarding randomized controlled trials of Chinese medicine for common cold were reviewed. Related reports were selected and the methodological quality of the trials was assessed by the Jadad scale. Meanwhile, the stratified analysis was made according to different TCM syndrome types of common cold. RESULTS: Thirteen randomized controlled trials consistent with the inclusion criteria were selected and reviewed. As TCM treatment group was compared with control group, the meta analysis indicated that the relative risk (RR) for obviously effective rate was 1.10, and the 95% confidence interval (CI) was [1.05, 1.16]; the weighted mean difference (WMD) of the onset time of lowering body temperature was -1.70, and the 95% CI was [-2.76, -0.65]. There were significant differences in the above evaluation indexes between the two groups (P=0.000 2, P=0.002). The WMD of disappearing time of fever was -1.32, and the 95% CI was [-3.14, 0.49], while there was no significant difference between the two groups (P=0.15). As the common cold patients with wind-heat syndrome in the TCM treatment group were compared with those in the control group, the meta analysis indicated that the RR for obviously effective rate was 1.11, the 95% CI was [1.05, 1.19], and there was significant difference between the two groups (P=0.000 7). As the common cold patients with wind-cold syndrome in the TCM treatment group were compared with those in the control group, the meta analysis indicated that the RR for obviously effective rate was 1.07, the 95% CI was [0.99, 1.16], and there was no significant difference between the two groups (P=0.10). Serious adverse reactions had not been reported in the trials. CONCLUSION: TCM new drugs developed in recent years for preventing and treating common cold have better therapeutic effects than the old ones. They can accelerate the onset time of lowering body temperature and improve the symptoms of common cold without any significant adverse reactions. Because of lacking of placebo-controlled and blank-controlled studies, further high-quality trials are still needed.
679d1fe0fd4066dd87bbdb69231d74ea18566061	10.1086/428061	15736012	Treatment of the common cold with echinacea: a structured review.	BACKGROUND: Echinacea is a herbal preparation that is frequently used to treat the common cold. Spending on echinacea in the United States has risen to >300 million dollars annually. METHODS: A total of 322 articles related to echinacea and colds, including 9 placebo-controlled clinical trials, were identified using the Medline and PubMed databases. Eleven features of experimental design that affect the accuracy of the measurement of features of interest, the probability of a chance relationship, bias, and blinding were used to evaluate the 9 placebo-controlled studies. The criteria were validated case definition, quantifiable hypothesis, sample-size calculation, randomized assignment, double blinding, proof of blinding, measurement of compliance, measurement of drop-out rate, analysis by intention to treat, description of the methods of analysis, and measurement of probability. Equal weight was given to each criterion, since failure to meet any one of them could potentially invalidate the findings of a clinical trial. RESULTS: Of the 9 studies, 2 met all 11 criteria. The results of both studies were judged to be negative by the people who performed the studies. Of the remaining 7 studies, 6 were judged to have positive results, and 1 was judged to have negative results. The criterion most commonly not met was proof of blinding. CONCLUSIONS: This structured review suggests that the possible therapeutic effectiveness of echinacea in the treatment of colds has not been established.
50bfeca61b425808c97bcb0ec3ed45abb4133835	10.1055/s-2007-972864	8858411	Vitamin C and common cold incidence: a review of studies with subjects under heavy physical stress.	Several studies have observed an increased risk of respiratory infections in subjects doing heavy physical exercise. Vitamin C has been shown to affect some parts of the immune system, and accordingly it seems biologically conceivable that it could have effects on the increased incidence of respiratory infections caused by heavy physical stress. In this report the results of three placebo-controlled studies that have examined the effect of vitamin C supplementation on common cold incidence in subjects under acute physical stress are analyzed. In one study the subjects were school-children at a skiing camp in the Swiss Alps, in another they were military troops training in Northern Canada, and in the third they were participants in a 90 km running race. In each of the three studies a considerable reduction in common cold incidence in the group supplemented with vitamin C(0.6-1.0 g/day) was found. The pooled rate ratio (RR) of common cold infections in the studies was 0.50 (95% CI: 0.35-0.69) in favour of vitamin C groups. Accordingly, the results of the three studies suggest that vitamin C supplementation may be beneficial for some of the subjects doing heavy exercise who have problems with frequent upper respiratory infections.
215b81689e9456a8fdd66e42d10e352725634c60		9059230	Vitamin C intake and susceptibility to the common cold.	Although the role of vitamin C in common cold incidence had been studied extensively, the level of vitamin C intake has not been unequivocally shown to affect the incidence of colds. In the present study the six largest vitamin C supplementation (> or = 1 g/d) studies, including over 5000 episodes in all, have been analysed, and it is shown that common cold incidence is not reduced in the vitamin C-supplemented groups compared with the placebo groups (pooled rate ratio (RR) 0.99; 95% CI 0.93, 1.04). Consequently these six major studies give no evidence that high-dose vitamin C supplementation decreases common cold incidence in ordinary people. Nevertheless, the analysis was continued with the hypothesis that vitamin C intake may affect common cold susceptibility in specific groups of people. It was assumed that the potential effect of supplementation might be most conspicuous in subjects with low dietary vitamin C intake. The average vitamin C intake has been rather low in the UK and plasma vitamin C concentrations are in general lower in males than in females. In four studies with British females vitamin C supplementation had no marked effect on common cold incidence (pooled RR 0.95; 95% CI 0.86, 1.04). However, in four studies with British male schoolchildren and students a statistically highly significant reduction in common cold incidence was found in groups supplemented with vitamin C (pooled RR 0.70; 95% CI 0.60, 0.81). Thus, these studies with British males indicate that vitamin C intake has physiological effects on susceptibility to common cold infections, although the effect seems quantitatively meaningful only in limited groups of people and is not very large.
3181eb070860cc862d7be27f5fa375d4cef44ccd		10801968	Zinc and the common cold: a meta-analysis revisited.	The common cold has been estimated to cost the United States > $3.5 billion per year. Despite several randomized clinical trials, the effect of treating colds with zinc gluconate remains uncertain due to conflicting results. We conducted a meta-analysis of published randomized clinical trials on the use of zinc gluconate lozenges in colds using the random effects model of DerSimonians and Laird. Ten clinical trials of cold treatment with zinc gluconate were identified. After excluding two studies that used nasal inoculum of rhinovirus, eight trials were combined and analyzed. The summary odds ratio for the presence of "any cold symptoms" at 7 d was 0.52 (95% confidence interval, 0.25-1.2). We conclude that despite numerous randomized trials, the evidence for effectiveness of zinc lozenges in reducing the duration of common colds is still lacking.
99a12701ff4179bb8579c81a21db8e2b8123f0d8		9612589	Zinc gluconate and the common cold. Review of randomized controlled trials.	OBJECTIVE: To examine the evidence of seven randomized controlled trials (RCT) on the therapeutic effectiveness of zinc gluconate lozenges for treating the common cold. DATA SOURCES: Using the MeSH headings common cold and zinc gluconate, MEDLINE was searched from 1966 on for all published RCTs evaluating use of zinc gluconate for treating the common cold. STUDY SELECTION: For this study, only double-blind RCTs were included. SYNTHESIS: Fair evidence suggests that zinc gluconate lozenges have a therapeutic effect in treating the common cold. Starting therapy with zinc gluconate lozenges within 24 to 48 hours of onset of cold symptoms reduces the duration and severity of the cold. Patients must suck lozenges every 2 hours while awake during the cold. Minimum effective dose appears to be 13.3 mg of elemental zinc per lozenge. Evidence suggests that compounds such as citric acid, sorbitol, and mannitol bind the free zinc ion in the mouth, and this could account for variations in therapeutic benefit. Bad taste and nausea are important side effects of zinc lozenges. CONCLUSION: Evidence supports use of zinc gluconate lozenges for reducing the symptoms and duration of the common cold, but the side effects, bad taste, and therapeutic protocol might limit patient compliance.
